amfi_code,scheme_name,beta,alpha_annual_pct,r_squared,p_value,std_err,n_days,beta_significant
100016,HDFC Top 100 Fund - Regular Plan - Growth,-0.05826843143880891,3.747580763443281,0.002665032698133324,0.08026442483699604,0.033282877789576594,1149,False
100025,HDFC Short Term Debt Fund - Regular - Growth,0.0011582183155281404,4.281792031506088,1.4612842041844878e-05,0.897012451516273,0.008946191727361887,1149,False
100033,HDFC Mid-Cap Opportunities Fund - Regular - Growth,0.0051035258305283,27.19535450128533,1.2066520635068112e-05,0.9063691402409381,0.0433805404268303,1149,False
101206,ABSL Frontline Equity Fund - Regular - Growth,0.02108631625012805,21.399784776051213,0.0003480482030714258,0.5275509209180672,0.03336750375157688,1149,False
101207,ABSL Small Cap Fund - Regular - Growth,-0.06528924788351526,10.897091901704538,0.0010641052735572626,0.26923382859979944,0.05906585139524708,1149,False
101208,ABSL Liquid Fund - Regular - Growth,0.00026670968338238303,6.086145795787115,4.6076236771051865e-05,0.8182140691419656,0.0011601351054846402,1149,False
102885,UTI Nifty 50 Index Fund - Regular - Growth,-0.019486785689474546,17.048756803412697,0.00038285030730923926,0.5075948866942015,0.029400915178885968,1149,False
102886,UTI Mid Cap Fund - Regular - Growth,-0.04212502902189432,2.8969397866379443,0.0008964294600687576,0.31057770814660457,0.04152462310680976,1149,False
102887,UTI Flexi Cap Fund - Regular - Growth,0.016682689437770803,16.211256794033254,0.00018619166432850108,0.6440466770890058,0.03609639283424432,1149,False
118632,Nippon India Large Cap Fund - Regular - Growth,-0.00835383212696202,21.829397904608644,5.791756270127831e-05,0.7966457465470186,0.0324105438835402,1149,False
118633,Nippon India Large Cap Fund - Direct - Growth,-0.03663900671860935,15.643835948169668,0.0011382947171084277,0.25315678850632356,0.032046994367127025,1149,False
118634,Nippon India Small Cap Fund - Regular - Growth,0.10349663691337592,17.50072167561127,0.0027930065610663247,0.07333892285784299,0.05774324797224455,1149,False
118635,Nippon India ETF Nifty 50 BeES,-0.0014335213897801293,15.136354648239239,2.0253408972328315e-06,0.9615666405413446,0.029742191292994234,1149,False
118636,Nippon India Gilt Securities Fund - Regular - Growth,0.0012566742731558512,5.074772999976104,1.6516652310332888e-05,0.8905486864137586,0.009130118523202281,1149,False
119092,Axis Bluechip Fund - Regular - Growth,0.009730745001153639,6.899529821677549,8.082637693810776e-05,0.7608083592013818,0.03195731437489773,1149,False
119093,Axis Bluechip Fund - Direct - Growth,0.02588321244009315,8.232801295222094,0.000569203809024487,0.4191212046285578,0.03202424744940539,1149,False
119094,Axis Midcap Fund - Regular - Growth,-0.06626542862803757,26.07666908004223,0.0019368789369602314,0.1359875235249848,0.04441534793764908,1149,False
119095,Axis Small Cap Fund - Regular - Growth,-0.06695117463929198,4.801595363775955,0.0011851593464486706,0.24360834209000373,0.0573892583623687,1149,False
119120,SBI Magnum Gilt Fund - Regular Plan - Growth,-0.006413850728276473,5.620895216638369,0.0004342603321720048,0.48038566300028684,0.009085895556734057,1149,False
119551,SBI Bluechip Fund - Regular Plan - Growth,-0.03175144113890974,23.201007160635083,0.0008869788879322824,0.31314302723084503,0.031465337983741765,1149,False
119552,SBI Bluechip Fund - Direct Plan - Growth,-0.026159307513513398,19.86859936686296,0.0005850821704543425,0.41270558180205436,0.031923390924810474,1149,False
119598,SBI Small Cap Fund - Regular Plan - Growth,-0.023196062044059707,30.336965386983323,0.00014142575502721732,0.6871791461096045,0.05758874143280733,1149,False
119599,SBI Small Cap Fund - Direct Plan - Growth,0.062001804382671694,4.882421594553985,0.0010259205326765965,0.27800396233826213,0.05712719081984046,1149,False
120503,ICICI Pru Bluechip Fund - Regular - Growth,-0.04026895236982061,17.703302365844074,0.0013974446083318615,0.20543745183411524,0.03178466640024183,1149,False
120504,ICICI Pru Bluechip Fund - Direct - Growth,0.01623216976141703,21.19482701352573,0.00021216129075887516,0.6218551541356451,0.03290150146588935,1149,False
120505,ICICI Pru Midcap Fund - Regular - Growth,0.0005490042506317283,29.26358334175106,1.345534167566965e-07,0.9900902356906137,0.04419229984364898,1149,False
120506,ICICI Pru Value Discovery Fund - Regular - Growth,0.041896462728119754,16.25385327998104,0.0012571178108220732,0.22978488107543138,0.03486859975375099,1149,False
120507,ICICI Pru Liquid Fund - Regular - Growth,-0.0004440926329707229,6.746210411099539,0.00013430661440679839,0.6947484438507018,0.0011313943164611138,1149,False
120841,Kotak Bluechip Fund - Regular - Growth,0.0363563990221998,13.042924450705446,0.0012113711061211869,0.2384593087156638,0.030824592340953673,1149,False
120842,Kotak Emerging Equity Fund - Regular - Growth,0.018056874208118173,7.80443887615508,0.00016915548838314384,0.6596465767530764,0.04099029861586007,1149,False
120843,Kotak Flexicap Fund - Regular - Growth,-0.022829569792426545,27.330465038306055,0.000343054342715145,0.5305284121437437,0.03638815632934552,1149,False
120844,Kotak Liquid Fund - Regular - Growth,-0.00040074423947840073,6.4556774953759986,0.00010125435692271747,0.7333100820090802,0.0011758630169772715,1149,False
125497,HDFC Top 100 Fund - Direct Plan - Growth,0.048820404259577385,17.729754927531765,0.0018401792783071574,0.14617594874598647,0.03357296026148678,1149,False
125498,HDFC Mid-Cap Opportunities Fund - Direct - Growth,0.00905441262173916,11.98910097121797,4.043746553634249e-05,0.8295182110189219,0.04204146371813351,1149,False
148567,Mirae Asset Large Cap Fund - Regular - Growth,0.023683558075848606,26.98375144191807,0.00046254369066238394,0.4664265197542751,0.032507861129173886,1149,False
148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,-0.026387719943843004,20.873010086942337,0.00048592647527973177,0.4553703178741986,0.03533697205783346,1149,False
148569,Mirae Asset Tax Saver Fund - Regular - Growth,0.01813388408385924,28.27036785246582,0.00017488886568129544,0.6542952865906955,0.040484619877281615,1149,False
149322,DSP Top 100 Equity Fund - Regular - Growth,-0.004050271130006511,13.173190226099432,1.322760788085031e-05,0.901989502440503,0.032882047999788507,1149,False
149323,DSP Midcap Fund - Regular - Growth,-0.0025230046646992346,26.598577542043046,3.3579781920088265e-06,0.9505247706268665,0.04065338188780854,1149,False
149324,DSP Small Cap Fund - Regular - Growth,0.011455159960520708,30.05787817097677,3.5329906267955625e-05,0.84049358918433,0.056903703736950015,1149,False
